Genero,Edad,Ubicacion,Tipo_Escuela,Transporte_a_la_Escuela,Privada,Area_de_la_Carrera,Promedio_Inicial,Promedio_Medio,Promedio_Final,Horas_Estudio_Semanal,Otra_Carrera_Previa,Nivel_Ingresos_Rango,Trabaja,Apoyo_Economico,Foraneo_o_Local,Con_quien_vive,Estado_Civil,Discapacidad,Problemas_Socioeconomicos,Horas_Sueño,Nivel_Estres_Percibido,Recibio_Orientacion_Vocacional,Razon_Principal_Eleccion_Carrera,Problemas_Familiares,Problemas_Psicologicos,Habilidades,Nivel_de_Satisfaccion,Hobbies,Amigos_Cercanos,Satisfaccion_Carrera,Motivo_eleccion_carrera,Expectativas_cumplidas,Deserto,Motivo_de_Desercion,Año_de_Desercion
Masculino,19,Urbana,Privada,35,Si,Humanidades,82,87,70,22,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,6,6,No,Demanda Laboral,Si,No,Baja,8,Deportes,4,4,Prestigio,Si,No,No Aplica,0
Femenino,19,Urbana,Privada,52,Si,Ciencias Naturales,73,75,71,17,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,7,3,No,Gusto Personal,Si,No,Alta,5,Tecnología,7,9,Cercanía,No,Si,Otros,4
Masculino,19,Urbana,Publica,33,Si,Ingenieria,76,76,81,18,No,>20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,No,4,11,Si,Demanda Laboral,No,No,Alta,7,Viajar,6,7,Renta Económica,Si,No,No Aplica,0
Femenino,20,Urbana,Privada,49,No,Ciencias Sociales,77,84,74,17,No,5k-10k,No,Beca,Foraneo,Familia,Divorciado,Motriz,Si,6,6,No,Gusto Personal,No,No,Alta,11,Arte,4,9,Cercanía,Si,No,No Aplica,0
Masculino,19,Rural,Privada,49,No,Arte,64,83,66,19,Si,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,9,6,No,Sueldo,No,Si,Alta,8,Viajar,5,6,Renta Económica,No,No,No Aplica,0
Femenino,14,Rural,Privada,44,Si,Ciencias Naturales,99,70,91,23,Si,10k-20k,Si,Beca,Foraneo,Familia,Soltero,Motriz,Si,4,4,Si,Gusto Personal,No,No,Media,6,Arte,4,8,Vocación,Si,No,No Aplica,0
Masculino,17,Urbana,Publica,48,Si,Ciencias Sociales,94,68,73,11,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,7,4,Si,Gusto Personal,No,No,Baja,8,Viajar,5,4,Influencia Familiar,Si,No,No Aplica,0
Masculino,23,Rural,Privada,31,No,Arte,79,81,72,12,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,6,8,Si,Prestigio,Si,Si,Alta,8,Viajar,10,6,Renta Económica,Si,No,No Aplica,0
Masculino,22,Urbana,Privada,36,No,Ingenieria,67,91,69,16,Si,10k-20k,Si,Beca,Local,Familia,Casado,Ninguna,No,6,7,No,Prestigio,No,No,Media,5,Deportes,6,7,Influencia Familiar,Si,Si,Otros,6
Masculino,21,Urbana,Privada,18,No,Ciencias Naturales,93,66,76,18,Si,5k-10k,No,Beca,Local,Amigos,Divorciado,Ninguna,Si,7,8,Si,Demanda Laboral,Si,No,Media,8,Arte,3,6,Renta Económica,No,No,No Aplica,0
Masculino,19,Urbana,Publica,36,Si,Ingenieria,95,87,70,8,No,<5k,No,Beca,Foraneo,Otros,Casado,Ninguna,Si,7,7,Si,Gusto Personal,No,No,Alta,6,Arte,0,8,Cercanía,No,No,No Aplica,0
Femenino,20,Urbana,Publica,25,Si,Arte,100,88,56,19,No,<5k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,6,8,Si,Sueldo,Si,No,Media,6,Lectura,3,8,Prestigio,Si,No,No Aplica,0
Masculino,23,Rural,Privada,41,No,Arte,65,91,82,18,No,<5k,Si,Beca,Foraneo,Familia,Divorciado,Ninguna,Si,9,5,Si,Demanda Laboral,Si,No,Baja,6,Deportes,3,5,Renta Económica,No,Si,Problemas Académicos,7
Femenino,20,Rural,Privada,20,No,Humanidades,85,78,66,14,Si,5k-10k,No,Otro,Local,Amigos,Casado,Ninguna,Si,7,2,No,Demanda Laboral,No,Si,Baja,4,Arte,4,7,Renta Económica,Si,No,No Aplica,0
Femenino,18,Urbana,Privada,28,Si,Humanidades,87,84,71,17,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,6,6,Si,Demanda Laboral,No,No,Alta,9,Arte,11,10,Renta Económica,Si,No,No Aplica,0
Masculino,18,Rural,Privada,21,No,Arte,74,71,71,15,Si,<5k,Si,Padres,Local,Amigos,Soltero,Motriz,Si,8,8,Si,Demanda Laboral,Si,No,Media,5,Deportes,2,3,Vocación,No,No,No Aplica,0
Masculino,19,Rural,Privada,28,Si,Ciencias Naturales,85,74,72,19,Si,<5k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,5,6,Si,Prestigio,Si,No,Media,9,Arte,6,4,Prestigio,Si,Si,Cambio de Carrera,6
Masculino,20,Urbana,Privada,32,No,Ingenieria,86,85,75,13,Si,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,No,7,7,No,Amigos/Familia,No,No,Baja,7,Tecnología,6,8,Renta Económica,No,Si,Problemas Familiares,3
Masculino,20,Rural,Publica,31,No,Ciencias Naturales,71,70,69,13,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,8,No,Gusto Personal,Si,No,Media,6,Deportes,3,9,Prestigio,No,No,No Aplica,0
Femenino,20,Urbana,Privada,25,No,Ciencias Sociales,83,80,58,4,No,5k-10k,Si,Otro,Foraneo,Solo,Soltero,Visual,No,6,5,No,Gusto Personal,Si,Si,Alta,6,Arte,3,8,Cercanía,No,Si,Cambio de Carrera,5
Femenino,23,Rural,Publica,31,No,Ciencias Sociales,71,68,85,11,Si,>20k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,6,6,No,Amigos/Familia,Si,Si,Media,5,Viajar,4,9,Influencia Familiar,Si,Si,Problemas Académicos,1
Femenino,20,Rural,Privada,15,No,Ingenieria,73,79,63,16,Si,5k-10k,No,Padres,Local,Solo,Soltero,Auditiva,No,7,5,No,Amigos/Familia,No,Si,Alta,8,Deportes,7,9,Cercanía,Si,No,No Aplica,0
Masculino,17,Rural,Privada,14,No,Ciencias Sociales,97,86,64,18,No,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,5,4,Si,Amigos/Familia,No,Si,Media,7,Tecnología,2,3,Renta Económica,No,Si,Otros,3
Femenino,16,Rural,Privada,40,No,Ciencias Sociales,84,70,51,11,No,>20k,No,Beca,Local,Otros,Soltero,Cognitiva,No,8,4,No,Prestigio,No,No,Media,7,Arte,4,9,Cercanía,Si,Si,Problemas Familiares,2
Masculino,21,Urbana,Publica,32,Si,Arte,86,67,77,15,No,10k-20k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,9,Si,Demanda Laboral,Si,No,Alta,6,Viajar,7,7,Influencia Familiar,Si,No,No Aplica,0
Femenino,22,Rural,Publica,34,Si,Ingenieria,59,74,74,16,Si,>20k,Si,Otro,Foraneo,Amigos,Casado,Visual,Si,7,3,No,Sueldo,No,No,Baja,6,Tecnología,6,6,Renta Económica,Si,No,No Aplica,0
Femenino,19,Urbana,Privada,17,Si,Ingenieria,58,67,73,13,No,<5k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,8,6,Si,Prestigio,No,No,Baja,7,Arte,2,9,Vocación,Si,No,No Aplica,0
Femenino,22,Urbana,Privada,28,Si,Ciencias Naturales,78,71,87,16,Si,10k-20k,Si,Beca,Local,Familia,Soltero,Ninguna,No,6,4,No,Prestigio,Si,Si,Media,5,Deportes,4,6,Influencia Familiar,Si,No,No Aplica,0
Femenino,19,Rural,Privada,35,No,Ingenieria,75,60,84,16,No,5k-10k,Si,Padres,Local,Amigos,Soltero,Ninguna,Si,7,4,Si,Demanda Laboral,No,Si,Alta,7,Arte,5,6,Cercanía,Si,No,No Aplica,0
Femenino,20,Urbana,Publica,25,Si,Arte,86,74,67,19,Si,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,Si,7,7,Si,Demanda Laboral,Si,Si,Media,5,Tecnología,0,10,Prestigio,No,Si,Cambio de Carrera,8
Femenino,18,Urbana,Privada,28,Si,Arte,89,71,79,17,No,10k-20k,No,Beca,Local,Otros,Casado,Ninguna,Si,5,7,No,Sueldo,Si,Si,Alta,7,Arte,4,7,Renta Económica,No,No,No Aplica,0
Masculino,18,Urbana,Publica,28,Si,Ingenieria,97,76,65,14,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,4,9,No,Sueldo,Si,Si,Alta,6,Tecnología,6,9,Vocación,Si,No,No Aplica,0
Femenino,19,Rural,Publica,33,No,Ciencias Sociales,81,81,75,12,No,10k-20k,Si,Otro,Local,Amigos,Casado,Ninguna,Si,8,5,No,Prestigio,No,Si,Media,11,Viajar,5,4,Cercanía,Si,No,No Aplica,0
Femenino,22,Rural,Publica,40,No,Ciencias Naturales,80,85,64,16,No,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,4,5,Si,Amigos/Familia,No,Si,Alta,4,Viajar,4,7,Vocación,No,Si,Problemas Familiares,4
Femenino,18,Rural,Privada,18,No,Arte,68,69,69,19,No,10k-20k,Si,Padres,Local,Otros,Soltero,Ninguna,No,5,3,No,Demanda Laboral,No,No,Alta,7,Deportes,4,8,Cercanía,No,No,No Aplica,0
Masculino,20,Rural,Publica,30,No,Humanidades,97,82,59,14,Si,5k-10k,No,Padres,Local,Otros,Casado,Ninguna,Si,5,5,Si,Sueldo,Si,No,Baja,6,Viajar,5,9,Prestigio,No,No,No Aplica,0
Femenino,20,Rural,Publica,54,Si,Ciencias Sociales,89,66,83,15,Si,<5k,No,Padres,Foraneo,Familia,Divorciado,Ninguna,Si,5,7,Si,Gusto Personal,No,Si,Alta,8,Tecnología,4,5,Influencia Familiar,Si,No,No Aplica,0
Femenino,21,Rural,Publica,17,Si,Humanidades,80,81,69,13,Si,<5k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,3,5,Si,Sueldo,Si,No,Alta,4,Arte,5,7,Renta Económica,Si,Si,Problemas Familiares,2
Femenino,20,Urbana,Publica,28,Si,Arte,95,67,85,23,No,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,6,No,Prestigio,Si,Si,Media,5,Arte,6,7,Cercanía,No,No,No Aplica,0
Masculino,23,Rural,Privada,30,No,Ingenieria,65,73,85,15,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Motriz,No,4,4,No,Amigos/Familia,Si,No,Alta,10,Arte,6,8,Influencia Familiar,No,No,No Aplica,0
Masculino,19,Rural,Privada,25,No,Humanidades,89,68,62,12,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,Si,4,5,No,Prestigio,Si,Si,Media,6,Lectura,5,12,Renta Económica,No,Si,Problemas Familiares,8
Masculino,19,Urbana,Publica,23,Si,Ingenieria,81,80,67,15,No,>20k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,7,Si,Amigos/Familia,No,No,Media,8,Viajar,8,11,Cercanía,Si,No,No Aplica,0
Masculino,20,Urbana,Publica,31,Si,Ingenieria,82,96,72,16,No,5k-10k,No,Otro,Local,Familia,Soltero,Cognitiva,No,7,2,Si,Prestigio,No,No,Baja,6,Lectura,11,7,Prestigio,Si,No,No Aplica,0
Masculino,25,Urbana,Privada,24,Si,Ciencias Naturales,85,55,80,26,Si,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,6,7,Si,Sueldo,No,No,Alta,9,Tecnología,2,11,Vocación,No,Si,Problemas Familiares,4
Masculino,21,Urbana,Publica,39,No,Ciencias Naturales,76,86,66,13,No,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,6,4,Si,Gusto Personal,Si,Si,Media,10,Tecnología,7,5,Vocación,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,43,Si,Arte,80,84,63,12,Si,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Visual,Si,5,5,Si,Demanda Laboral,Si,No,Baja,5,Tecnología,4,10,Vocación,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,22,Si,Ciencias Sociales,90,62,81,17,No,<5k,Si,Padres,Foraneo,Solo,Casado,Visual,Si,6,4,No,Sueldo,Si,Si,Media,9,Lectura,7,9,Cercanía,No,Si,Problemas Económicos,5
Masculino,21,Rural,Publica,34,Si,Humanidades,81,82,73,19,No,10k-20k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,4,4,No,Gusto Personal,Si,No,Alta,7,Viajar,3,8,Vocación,No,No,No Aplica,0
Femenino,21,Urbana,Privada,25,No,Humanidades,67,92,64,10,Si,<5k,No,Trabajo Propio,Local,Familia,Divorciado,Ninguna,No,9,3,No,Amigos/Familia,No,No,Media,8,Deportes,2,10,Vocación,Si,No,No Aplica,0
Femenino,22,Rural,Privada,27,Si,Arte,98,73,65,25,No,10k-20k,Si,Padres,Foraneo,Solo,Soltero,Visual,No,6,6,No,Amigos/Familia,Si,Si,Media,6,Tecnología,7,6,Cercanía,Si,Si,Problemas Académicos,6
Femenino,19,Urbana,Privada,29,Si,Ciencias Sociales,82,70,86,7,Si,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,6,5,No,Demanda Laboral,No,Si,Baja,9,Lectura,5,3,Vocación,Si,No,No Aplica,0
Femenino,19,Rural,Publica,15,No,Humanidades,90,81,68,7,Si,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,9,6,Si,Amigos/Familia,No,Si,Media,8,Viajar,7,10,Cercanía,No,No,No Aplica,0
Masculino,15,Rural,Privada,22,Si,Arte,73,91,82,9,No,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,Si,7,7,No,Prestigio,No,Si,Alta,8,Lectura,4,4,Renta Económica,No,No,No Aplica,0
Masculino,19,Rural,Publica,48,No,Ingenieria,89,68,72,18,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,5,6,Si,Sueldo,Si,No,Media,10,Deportes,6,11,Vocación,No,No,No Aplica,0
Masculino,16,Rural,Publica,15,No,Ciencias Sociales,67,61,59,13,Si,>20k,Si,Otro,Local,Familia,Soltero,Ninguna,Si,7,5,No,Demanda Laboral,No,Si,Alta,6,Tecnología,8,5,Vocación,No,No,No Aplica,0
Masculino,22,Rural,Privada,51,No,Ciencias Sociales,70,93,72,12,Si,5k-10k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,4,5,Si,Gusto Personal,No,No,Baja,7,Deportes,3,6,Cercanía,No,No,No Aplica,0
Masculino,22,Rural,Publica,33,Si,Arte,86,51,66,18,Si,5k-10k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,5,7,No,Demanda Laboral,Si,No,Baja,4,Tecnología,6,6,Renta Económica,No,No,No Aplica,0
Masculino,21,Urbana,Privada,25,Si,Ciencias Naturales,89,78,71,15,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,4,4,No,Gusto Personal,Si,No,Baja,6,Viajar,4,5,Cercanía,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,35,No,Arte,69,81,92,11,No,10k-20k,Si,Padres,Local,Familia,Divorciado,Ninguna,Si,5,4,No,Sueldo,No,No,Media,7,Lectura,5,8,Prestigio,No,Si,Problemas Familiares,8
Femenino,18,Rural,Publica,32,No,Ciencias Naturales,91,75,71,16,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,No,7,8,Si,Gusto Personal,No,Si,Baja,7,Tecnología,2,8,Prestigio,Si,Si,Problemas Familiares,7
Masculino,19,Rural,Publica,27,No,Ciencias Naturales,89,66,65,20,No,5k-10k,No,Padres,Local,Otros,Soltero,Cognitiva,No,9,5,Si,Prestigio,Si,Si,Baja,8,Viajar,3,6,Cercanía,Si,Si,Otros,5
Masculino,20,Urbana,Publica,21,No,Ciencias Naturales,72,80,50,18,No,5k-10k,Si,Otro,Local,Familia,Soltero,Ninguna,Si,4,3,Si,Prestigio,Si,Si,Media,8,Tecnología,-2,6,Prestigio,Si,No,No Aplica,0
Masculino,21,Rural,Publica,29,Si,Ciencias Naturales,64,66,73,17,No,10k-20k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,5,4,No,Sueldo,Si,Si,Alta,9,Deportes,6,5,Influencia Familiar,No,Si,Problemas Familiares,2
Masculino,20,Rural,Privada,51,No,Arte,82,59,73,8,No,>20k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,4,5,No,Sueldo,Si,No,Baja,5,Arte,3,8,Vocación,No,Si,Problemas Familiares,4
Femenino,19,Urbana,Privada,28,No,Humanidades,74,69,81,9,Si,<5k,No,Padres,Local,Familia,Soltero,Ninguna,Si,7,4,Si,Demanda Laboral,Si,No,Media,4,Tecnología,4,7,Prestigio,Si,No,No Aplica,0
Masculino,19,Rural,Publica,36,No,Arte,97,76,77,15,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,4,3,Si,Demanda Laboral,Si,Si,Media,7,Lectura,7,8,Vocación,Si,No,No Aplica,0
Femenino,20,Urbana,Publica,46,No,Ciencias Sociales,97,76,73,10,Si,5k-10k,Si,Otro,Local,Familia,Casado,Ninguna,Si,4,3,No,Prestigio,Si,No,Media,3,Tecnología,4,3,Influencia Familiar,Si,No,No Aplica,0
Femenino,17,Rural,Publica,40,No,Ingenieria,82,68,62,16,Si,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Casado,Ninguna,No,5,2,Si,Prestigio,Si,No,Baja,5,Tecnología,7,9,Prestigio,No,Si,Problemas Académicos,2
Masculino,21,Rural,Privada,24,No,Arte,62,73,61,21,Si,<5k,Si,Padres,Foraneo,Otros,Soltero,Cognitiva,Si,5,3,Si,Demanda Laboral,No,Si,Alta,7,Deportes,8,8,Vocación,No,No,No Aplica,0
Femenino,21,Rural,Privada,27,No,Ingenieria,88,82,75,14,No,<5k,No,Beca,Local,Familia,Casado,Ninguna,No,7,1,No,Demanda Laboral,Si,No,Baja,8,Arte,4,6,Vocación,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,37,Si,Ciencias Naturales,84,71,57,15,No,5k-10k,No,Otro,Local,Otros,Casado,Ninguna,No,7,4,No,Demanda Laboral,Si,No,Baja,5,Deportes,5,11,Renta Económica,Si,No,No Aplica,0
Masculino,16,Urbana,Publica,37,Si,Arte,72,73,63,8,Si,<5k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,7,3,Si,Amigos/Familia,Si,No,Alta,9,Deportes,8,6,Vocación,Si,No,No Aplica,0
Masculino,19,Urbana,Privada,24,Si,Ciencias Naturales,93,87,82,8,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,4,7,No,Demanda Laboral,Si,No,Baja,4,Arte,3,8,Vocación,No,No,No Aplica,0
Femenino,21,Urbana,Privada,30,Si,Ingenieria,63,70,78,15,Si,>20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,8,4,Si,Gusto Personal,No,Si,Media,8,Viajar,4,7,Influencia Familiar,No,No,No Aplica,0
Femenino,19,Rural,Privada,27,Si,Arte,73,84,67,10,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,7,7,No,Prestigio,Si,Si,Alta,9,Tecnología,2,6,Cercanía,Si,No,No Aplica,0
Femenino,20,Urbana,Privada,10,Si,Arte,76,81,67,16,Si,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,5,9,Si,Demanda Laboral,No,No,Media,11,Lectura,5,4,Prestigio,Si,Si,Problemas Económicos,2
Femenino,19,Rural,Privada,33,Si,Arte,68,87,59,3,No,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,4,4,No,Demanda Laboral,Si,No,Alta,5,Tecnología,3,6,Vocación,Si,Si,Otros,4
Masculino,21,Rural,Publica,42,Si,Ciencias Sociales,106,73,71,12,Si,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,No,4,5,Si,Demanda Laboral,No,Si,Media,8,Arte,8,14,Prestigio,Si,No,No Aplica,0
Femenino,21,Rural,Privada,33,No,Ingenieria,79,81,71,18,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,No,8,5,No,Gusto Personal,No,Si,Alta,9,Viajar,7,2,Influencia Familiar,No,No,No Aplica,0
Femenino,22,Rural,Publica,26,No,Arte,85,88,72,3,Si,<5k,No,Padres,Foraneo,Solo,Soltero,Ninguna,Si,4,3,Si,Demanda Laboral,Si,No,Media,6,Viajar,4,8,Prestigio,No,Si,Problemas Económicos,1
Femenino,22,Rural,Privada,32,No,Ciencias Sociales,76,82,78,12,No,10k-20k,Si,Padres,Local,Otros,Casado,Ninguna,Si,5,4,No,Prestigio,Si,No,Alta,6,Deportes,6,7,Prestigio,No,Si,Otros,5
Femenino,19,Urbana,Privada,37,No,Humanidades,92,64,69,14,No,<5k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,6,3,Si,Amigos/Familia,No,Si,Baja,6,Deportes,4,11,Cercanía,No,No,No Aplica,0
Femenino,20,Urbana,Privada,14,No,Ingenieria,86,67,90,7,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,7,5,No,Demanda Laboral,Si,Si,Alta,8,Arte,5,5,Prestigio,No,No,No Aplica,0
Femenino,21,Rural,Publica,24,Si,Ciencias Naturales,99,89,77,12,Si,10k-20k,No,Otro,Local,Otros,Soltero,Ninguna,Si,5,5,No,Gusto Personal,Si,No,Media,6,Lectura,5,7,Vocación,No,No,No Aplica,0
Masculino,19,Urbana,Privada,36,Si,Arte,76,69,76,13,Si,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,6,7,No,Prestigio,No,No,Baja,4,Deportes,4,8,Influencia Familiar,No,No,No Aplica,0
Femenino,20,Urbana,Publica,31,No,Ciencias Naturales,62,76,69,12,No,10k-20k,No,Padres,Local,Solo,Soltero,Ninguna,Si,5,3,Si,Amigos/Familia,Si,No,Baja,8,Lectura,7,8,Renta Económica,Si,Si,Problemas Económicos,2
Femenino,19,Rural,Privada,29,No,Ciencias Sociales,67,68,77,11,Si,<5k,No,Otro,Local,Amigos,Soltero,Cognitiva,No,7,7,No,Demanda Laboral,Si,No,Media,4,Arte,4,6,Renta Económica,Si,No,No Aplica,0
Femenino,22,Rural,Privada,49,Si,Humanidades,70,75,85,19,No,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,2,Si,Amigos/Familia,No,Si,Baja,6,Lectura,7,4,Prestigio,Si,Si,Cambio de Carrera,2
Masculino,21,Urbana,Privada,15,Si,Humanidades,89,111,81,9,No,>20k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,4,5,No,Amigos/Familia,No,No,Alta,7,Arte,4,5,Renta Económica,Si,Si,Cambio de Carrera,3
Femenino,21,Urbana,Privada,16,Si,Ingenieria,70,83,75,20,No,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,Si,6,5,Si,Prestigio,Si,Si,Media,10,Tecnología,6,7,Cercanía,No,No,No Aplica,0
Femenino,18,Urbana,Publica,29,Si,Ingenieria,83,78,60,20,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,7,4,No,Gusto Personal,Si,No,Alta,7,Lectura,5,4,Prestigio,Si,No,No Aplica,0
Masculino,18,Rural,Publica,39,No,Humanidades,86,85,90,17,Si,>20k,No,Padres,Local,Amigos,Soltero,Ninguna,No,3,4,Si,Amigos/Familia,No,No,Media,2,Deportes,3,4,Renta Económica,Si,No,No Aplica,0
Masculino,22,Urbana,Publica,24,No,Arte,77,76,71,17,Si,>20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,6,5,No,Sueldo,Si,No,Media,5,Arte,2,8,Influencia Familiar,Si,No,No Aplica,0
Masculino,22,Rural,Privada,14,Si,Ciencias Sociales,84,67,65,12,Si,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,No,8,5,Si,Gusto Personal,Si,No,Alta,7,Viajar,6,4,Cercanía,Si,No,No Aplica,0
Femenino,22,Urbana,Publica,21,No,Ciencias Sociales,80,81,69,16,No,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Casado,Ninguna,No,8,6,No,Demanda Laboral,No,No,Alta,12,Deportes,3,10,Prestigio,No,Si,Otros,5
Masculino,19,Rural,Privada,24,No,Arte,67,66,87,13,No,<5k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,4,Si,Amigos/Familia,No,Si,Alta,5,Lectura,7,7,Cercanía,No,No,No Aplica,0
Femenino,21,Urbana,Publica,39,Si,Ciencias Naturales,78,75,69,20,Si,10k-20k,No,Padres,Local,Solo,Casado,Ninguna,Si,6,5,No,Demanda Laboral,No,No,Media,6,Tecnología,2,9,Cercanía,No,No,No Aplica,0
Femenino,18,Rural,Privada,28,Si,Ciencias Sociales,73,76,59,16,Si,<5k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,8,7,No,Amigos/Familia,No,No,Baja,8,Deportes,7,6,Influencia Familiar,No,No,No Aplica,0
Masculino,22,Rural,Publica,20,No,Ciencias Sociales,97,81,63,6,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Auditiva,Si,8,8,Si,Prestigio,Si,No,Baja,9,Arte,4,7,Renta Económica,No,No,No Aplica,0
Masculino,21,Rural,Publica,33,Si,Ingenieria,98,55,87,25,Si,>20k,No,Padres,Local,Amigos,Casado,Visual,Si,3,6,No,Prestigio,No,No,Media,9,Deportes,6,9,Influencia Familiar,Si,No,No Aplica,0
Masculino,19,Rural,Privada,18,No,Ciencias Naturales,76,80,56,19,No,10k-20k,No,Padres,Foraneo,Solo,Casado,Ninguna,Si,3,5,Si,Gusto Personal,Si,Si,Baja,6,Viajar,1,7,Renta Económica,No,No,No Aplica,0
Masculino,21,Rural,Publica,39,Si,Humanidades,70,49,69,16,Si,5k-10k,No,Otro,Local,Amigos,Soltero,Ninguna,Si,4,3,Si,Gusto Personal,No,Si,Media,11,Deportes,4,8,Cercanía,No,No,No Aplica,0
Masculino,19,Rural,Privada,26,No,Ciencias Sociales,57,72,84,20,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,7,6,No,Amigos/Familia,Si,No,Alta,3,Arte,4,10,Renta Económica,Si,No,No Aplica,0
Masculino,19,Rural,Publica,55,No,Arte,78,78,82,13,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,7,5,Si,Sueldo,No,No,Media,10,Tecnología,2,6,Influencia Familiar,No,No,No Aplica,0
Femenino,18,Rural,Privada,48,Si,Arte,81,58,71,12,No,5k-10k,No,Padres,Foraneo,Solo,Soltero,Ninguna,Si,9,6,Si,Prestigio,Si,No,Media,8,Deportes,7,5,Prestigio,No,No,No Aplica,0
Masculino,22,Urbana,Publica,36,No,Ciencias Naturales,68,77,72,7,No,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,5,4,Si,Amigos/Familia,No,No,Baja,8,Tecnología,7,7,Cercanía,Si,Si,Otros,5
Masculino,24,Urbana,Publica,24,Si,Ciencias Sociales,66,69,76,18,Si,5k-10k,No,Otro,Foraneo,Amigos,Divorciado,Ninguna,Si,8,2,Si,Gusto Personal,No,No,Baja,6,Viajar,6,9,Renta Económica,No,No,No Aplica,0
Femenino,23,Rural,Privada,26,No,Ciencias Sociales,81,69,55,11,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,7,5,No,Amigos/Familia,No,No,Baja,7,Viajar,5,4,Prestigio,No,No,No Aplica,0
